id,ticket_id,weight
163,128959,28.08
164,58657,27.44
165,25331,25.3
166,27038,15.16
167,56633,14.47
168,132012,20.48
169,106742,12.71
170,32779,25.88
171,115345,13.21
172,11745,15.7
173,7507,18.9
174,77562,20.75
175,25743,27.91
176,52027,14.34
177,15523,22.81
178,61705,18.61
179,122587,11.54
180,103373,5.97
181,131592,8.14
182,128985,28.89
183,25167,21.12
184,47738,10.31
185,25577,20.29
186,24170,8.76
187,106408,27.2
188,128597,11.4
189,125460,27.31
190,5956,26.57
191,109240,17.44
192,95418,17.51
193,64376,11.5
194,137429,25.47
195,137259,16.53
196,122633,20.28
197,62546,10.25
198,19669,25.97
199,65140,17.98
200,48594,10.25
201,119999,16.07
202,75804,13.52
203,90695,10.53
204,23165,20.42
205,7015,20.2
206,10899,10.15
207,67112,22.22
208,67276,22.42
209,144629,20.91
210,90042,10.13
211,122943,15.73
212,98724,24.76
213,142931,26.7
214,120237,9.84
215,3081,12.44
216,114498,23.67
217,84226,26.6
218,39865,17.61
219,57780,7.41
220,140480,6.34
221,15199,27.71
222,141538,18.76
223,20316,11.79
224,45826,22.78
225,38272,20.66
226,125477,5.09
227,102236,29.38
228,76356,26.27
229,21931,6.0
230,142170,5.32
231,79827,9.12
232,36450,19.37
233,135426,18.29
234,118917,14.97
235,127564,7.1
236,93396,8.0
237,84300,10.66
238,112603,6.03
239,54726,14.92
240,18366,9.39
241,91360,16.6
242,3304,25.38
243,6385,15.1
244,142293,19.44
245,116612,25.1
246,66839,24.09
247,8318,11.72
248,71844,13.38
249,57268,14.35
250,58986,24.61
251,101040,11.91
252,111961,15.17
253,38259,21.09
254,84145,24.76
255,136428,11.84
256,62090,27.76
257,21202,24.01
258,33979,10.06
259,127205,8.35
260,36845,22.17
261,98785,24.15
262,140883,20.2
263,36806,26.56
264,109248,20.5
265,14222,22.12
266,93049,9.83
267,64455,7.89
268,95296,18.78
269,1055,6.82
270,137888,26.14
271,7185,10.07
272,101408,20.26
273,49140,23.07
274,91829,5.67
275,81411,29.08
276,140859,22.55
277,45077,10.31
278,88408,27.25
279,90378,11.26
280,111229,29.23
281,147575,21.0
282,82700,5.59
283,6466,13.16
284,119033,22.9
285,130772,20.12
286,114264,29.32
287,27461,27.72
288,116923,6.68
289,97676,13.23
290,44379,16.4
291,73555,6.2
292,143127,24.7
293,101686,22.81
294,98086,25.11
295,34284,27.21
296,88956,22.79
297,15355,11.43
298,141408,28.4
299,70823,24.24
300,143139,11.25
301,92353,28.67
302,139704,9.22
303,81101,5.8
304,102249,20.29
305,13633,15.78
306,137148,21.33
307,129101,27.83
308,82471,21.12
309,21548,20.99
310,3642,11.8
311,116929,19.0
312,43466,9.23
313,17430,25.87
314,147866,6.54
315,93385,20.91
316,3300,22.07
317,61490,24.12
318,102991,11.18
319,35866,28.18
320,109120,17.19
321,114982,25.78
322,141152,6.37
323,117188,29.15
324,82347,29.91
325,72470,28.44
326,142685,13.61
327,99423,11.96
328,99297,27.67
329,50578,29.0
330,50697,11.96
331,76816,5.79
332,143335,14.51
333,37258,12.19
334,39271,5.04
335,22298,20.02
336,27761,7.98
337,116820,27.77
338,100698,29.47
339,19206,21.47
340,144174,14.39
341,30134,22.12
342,99424,10.55
343,142006,16.02
344,74967,20.61
345,63453,19.69
346,53678,19.02
347,72571,5.39
348,125145,15.55
349,2967,5.08
350,123785,16.55
351,114753,23.39
352,132369,28.15
353,103113,18.32
354,6975,6.63
355,50166,13.37
356,93863,8.24
357,95953,23.46
358,12425,22.27
359,18747,8.69
360,58075,28.69
361,129880,28.26
362,54673,11.26
363,147669,14.57
364,117562,26.31
365,58322,8.21
366,50082,5.01
367,21910,21.96
368,22637,21.16
369,126142,19.69
370,147729,18.75
371,31336,17.04
372,10288,29.1
373,81891,28.26
374,116065,18.01
375,98737,21.98
376,83128,27.47
377,126120,19.38
378,2510,5.33
379,69892,11.51
380,138667,16.89
381,83259,5.64
382,81555,6.43
383,40936,10.42
384,56435,23.86
385,83439,17.31
386,90765,18.95
387,108826,14.04
388,114575,27.76
389,140343,12.63
390,147278,21.5
391,53413,25.1
392,127108,7.64
393,83645,22.73
394,59988,12.63
395,139086,6.99
396,116132,6.98
397,145191,18.48
398,128393,21.34
399,42842,11.87
400,146859,25.2
401,51665,25.17
402,117298,18.61
403,99715,29.9
404,126669,15.24
405,23904,28.2
406,39641,8.85
407,59226,13.95
408,58564,29.4
409,9511,17.14
410,32889,28.46
411,97088,26.15
412,133089,21.84
413,140457,9.94
414,68527,22.19
415,147879,18.86
416,13400,7.76
417,43799,5.16
418,55390,9.11
419,49331,21.74
420,20156,15.42
421,133421,21.72
422,60148,19.83
423,14829,25.1
424,46598,16.23
425,94419,17.38
426,31048,15.37
427,147492,12.78
428,77987,18.09
429,98994,29.74
430,89605,15.41
431,26545,29.91
432,112636,21.66
433,99228,13.62
434,24136,24.8
435,40021,19.13
436,30962,18.06
437,63609,29.23
438,104825,23.57
439,110819,15.56
440,47596,16.03
441,55567,29.87
442,130127,24.0
443,73122,9.55
444,56496,23.25
445,32105,21.31
446,24222,25.6
447,890,7.78
448,18948,9.18
449,94467,10.15
450,3941,20.95
451,50137,10.5
452,100365,14.31
453,109947,6.64
454,48258,5.43
455,73383,12.76
456,40280,16.46
457,15086,20.47
458,57462,28.8
459,119859,12.48
460,72621,23.2
461,40649,6.9
462,137615,21.6
463,94195,25.62
464,41487,15.35
465,115261,13.66
466,95454,14.27
467,20766,29.68
468,71695,17.64
469,116809,18.44
470,122992,8.47
471,132634,19.51
472,143578,13.05
473,49688,29.55
474,72174,16.8
475,32230,6.97
476,34394,21.95
477,58356,6.53
478,40482,15.47
479,10896,15.39
480,41162,9.44
481,58151,27.84
482,100936,22.7
483,87799,25.13
484,95372,22.25
485,72504,16.92
486,140375,15.27
487,128579,15.67
488,113443,25.31
489,135706,8.17
490,562,26.43
491,27119,23.32
492,104905,18.12
493,107362,6.09
494,95581,11.44
495,91686,23.57
496,39775,13.42
497,145598,5.62
498,11571,28.16
499,11098,27.95
500,52135,23.81
501,72920,12.79
502,49510,17.53
503,80511,15.39
504,23439,8.08
505,32786,16.62
506,32385,20.5
507,33372,20.17
508,131147,23.85
509,84578,5.8
510,102550,11.54
511,70308,12.63
512,86487,12.91
513,89638,17.74
514,43029,11.72
515,73617,28.52
516,60801,11.21
517,66693,22.32
518,134154,6.99
519,84622,8.52
520,67380,7.0
521,117242,26.08
522,30530,15.01
523,108155,15.38
524,111886,27.41
525,61680,9.24
526,28153,26.26
527,72889,9.51
528,50998,18.03
529,138573,15.89
530,135103,24.09
531,94898,16.78
532,34392,25.61
533,145380,28.9
534,129784,9.48
535,32132,7.52
536,108693,16.91
537,126998,15.83
538,128440,25.5
539,124538,24.45
540,61227,27.86
541,69441,26.49
542,91384,27.88
543,98599,14.76
544,72465,29.14
545,36006,5.89
546,118436,22.86
547,28960,18.46
548,131646,21.96
549,26692,6.22
550,105661,6.59
551,68340,8.96
552,22911,20.34
553,101038,13.14
554,124165,21.63
555,130854,6.85
556,119082,27.83
557,26603,29.1
558,118405,21.7
559,69379,24.9
560,37655,25.7
561,4892,14.04
562,146095,18.56
563,47854,12.66
564,26726,6.71
565,98893,22.68
566,141833,17.9
567,100227,9.38
568,70864,22.93
569,63673,26.5
570,53269,12.69
571,3366,13.56
572,36902,16.96
573,114986,8.18
574,139710,14.55
575,100490,19.34
576,147295,19.18
577,134649,10.4
578,48669,12.83
579,111612,16.33
580,33062,19.86
581,18779,26.57
582,107853,26.67
583,784,14.82
584,71155,29.05
585,48708,16.48
586,10122,9.46
587,77173,6.9
588,130319,9.05
589,85294,21.0
590,21639,6.22
591,20496,6.98
592,13124,10.42
593,44332,17.33
594,140450,29.77
595,4313,14.09
596,49799,20.02
597,50238,24.54
598,63978,27.31
599,91339,7.15
600,33792,19.97
601,91746,26.58
602,73763,17.97
603,43121,13.63
604,72234,15.05
605,19527,28.26
606,140120,16.15
607,82765,19.84
608,95789,22.77
609,54654,24.99
610,44096,22.39
611,33847,27.36
612,107629,28.93
613,119891,22.06
614,96137,25.32
615,73408,27.53
616,73264,18.91
617,67914,23.31
618,25935,26.09
619,113455,8.41
620,984,17.9
621,59179,7.33
622,94147,26.52
623,61590,22.46
624,64397,27.93
625,131986,29.3
626,123190,7.36
627,141610,29.23
628,63472,29.91
629,84627,21.57
630,14107,11.11
631,13254,5.61
632,3913,7.92
633,5534,24.27
634,61491,16.13
635,1314,20.39
636,69808,21.52
637,135215,13.98
638,135695,9.93
639,30002,12.84
640,108751,21.63
641,101635,6.08
642,143118,19.71
643,6892,16.9
644,142768,7.67
645,18910,19.25
646,14403,28.08
647,72562,25.16
648,14517,15.68
649,94174,15.9
650,143576,20.89
651,147464,8.95
652,96633,10.47
653,142877,13.39
654,7455,12.58
655,143964,5.77
656,9496,25.68
657,41146,9.45
658,110576,9.46
659,101651,29.22
660,85556,25.05
661,22021,8.87
662,35337,27.35
663,3693,12.51
664,15815,6.01
665,20387,24.24
666,95726,29.1
667,103808,27.96
668,70139,28.39
669,130892,27.29
670,33777,29.88
671,18595,14.45
672,139112,26.14
673,29496,21.89
674,64661,5.14
675,42807,18.04
676,30620,15.01
677,30601,10.9
678,62795,15.5
679,103868,28.14
680,139730,17.14
681,70715,11.95
682,136815,7.45
683,40362,10.73
684,139577,22.7
685,25852,10.14
686,89726,8.01
687,7060,9.57
688,55565,6.37
689,133366,28.61
690,139934,7.8
691,118552,20.79
692,134980,13.31
693,56763,28.92
694,120959,17.05
695,45588,21.13
696,95186,27.07
697,78479,11.43
698,139761,8.14
699,120986,25.38
700,1283,28.24
701,69842,28.38
702,27240,7.69
703,142960,6.77
704,33591,13.91
705,81041,6.7
706,114194,15.75
707,68910,7.48
708,65483,28.39
709,94243,27.68
710,74220,21.8
711,36485,25.67
712,44248,29.16
713,42228,14.98
714,136192,17.58
715,24287,10.99
716,108823,7.16
717,83160,14.26
718,67383,11.98
719,54113,12.02
720,105812,28.37
721,121200,15.2
722,40438,27.61
723,45603,11.95
724,82877,13.09
725,138622,22.69
726,112263,6.46
727,63035,7.66
728,99684,25.7
729,53220,6.33
730,81491,15.63
731,114389,23.09
732,114595,29.75
733,89395,13.96
734,128670,8.13
735,108156,18.53
736,91285,13.6
737,26223,17.75
738,102244,27.76
739,36394,8.37
740,97001,9.65
741,24866,13.47
742,18147,24.82
743,31797,11.81
744,144663,5.04
745,53251,18.9
746,19791,21.92
747,45590,6.17
748,72738,6.51
749,120409,17.0
750,53590,13.64
751,67813,18.12
752,41563,10.38
753,58146,15.35
754,74797,25.26
755,76705,29.68
756,90734,26.8
757,61720,11.85
758,57518,27.98
759,68819,6.1
760,46834,8.59
761,29173,29.08
762,128712,23.52
763,35176,9.63
764,145135,22.85
765,112287,17.52
766,27578,10.97
767,17755,7.31
768,127738,21.49
769,139538,29.87
770,36972,13.26
771,47888,17.1
772,66205,12.25
773,115556,5.77
774,92789,6.58
775,6295,7.87
776,28659,12.64
777,53157,15.29
778,71005,7.18
779,50581,26.38
780,54768,25.31
781,144262,9.85
782,115995,9.35
783,132578,26.64
784,68740,20.24
785,134763,7.61
786,128987,13.9
787,64623,21.5
788,34117,27.7
789,122400,18.84
790,28333,15.7
791,28197,7.93
792,44784,29.77
793,86276,17.95
794,63302,5.41
795,105828,22.46
796,74865,17.51
797,31676,18.64
798,130302,12.45
799,86154,10.58
800,61305,13.3
801,145238,25.64
802,52349,28.04
803,65651,25.55
804,111811,6.98
805,23382,10.77
806,98528,28.48
807,57384,12.74
808,67761,22.68
809,4667,18.86
810,64083,9.56
811,72915,19.02
812,105213,20.05
813,134898,7.63
814,11273,22.56
815,105135,25.1
816,75059,17.62
817,10680,15.91
818,18307,23.61
819,34007,25.83
820,56824,29.72
821,17492,25.46
822,60816,14.41
823,35074,12.38
824,126208,21.32
825,57008,28.57
826,37064,5.17
827,88226,26.03
828,82329,10.06
829,24893,23.08
830,988,7.03
831,41599,27.97
832,36997,6.46
833,20946,27.78
834,7351,13.16
835,14243,9.98
836,113537,11.37
837,53500,5.99
838,130793,19.68
839,58488,29.26
840,31790,28.69
841,27204,13.06
842,25168,16.53
843,86275,22.99
844,146393,17.54
845,90589,6.8
846,29308,6.62
847,29030,10.98
848,80282,13.56
849,29753,22.43
850,4987,28.19
851,88163,29.22
852,8731,7.28
853,20710,25.71
854,94598,14.97
855,109751,17.48
856,66872,21.76
857,32685,28.32
858,4925,23.77
859,94679,15.76
860,122532,11.33
861,24691,12.34
862,30806,18.64
863,103540,29.53
864,102088,10.63
865,122342,19.51
866,15931,7.04
867,4703,7.76
868,33956,11.54
869,52077,28.57
870,135034,29.56
871,33577,24.57
872,127527,29.94
873,77275,8.36
874,72358,19.17
875,47047,19.09
876,396,21.2
877,43777,8.43
878,123183,5.5
879,98162,14.2
880,83319,20.34
881,92531,18.81
882,92262,6.91
883,82320,5.27
884,80129,19.31
885,47473,23.71
886,130215,27.54
887,881,28.21
888,18780,26.57
889,7427,27.13
890,125742,22.72
891,79358,27.54
892,70388,26.48
893,129630,15.79
894,54359,6.0
895,121655,14.39
896,83207,8.7
897,43162,15.96
898,88112,23.67
899,20328,5.33
900,100603,7.85
901,58329,26.88
902,39573,8.63
903,21738,19.95
904,113515,16.42
905,7043,7.84
906,109796,18.67
907,136463,26.13
908,1577,29.56
909,26815,28.34
910,113713,12.8
911,120032,28.36
912,96283,23.73
913,61226,14.54
914,56197,12.24
915,69518,21.23
916,12658,7.94
917,48577,5.28
918,110304,10.83
919,8828,12.45
920,4905,29.6
921,32805,10.32
922,140510,15.53
923,43652,6.52
924,37499,19.91
925,8191,28.17
926,141188,6.56
927,69882,5.02
928,98314,22.48
929,100747,9.39
930,37087,14.73
931,51372,24.85
932,109651,21.87
933,78741,24.36
934,42692,16.48
935,45913,8.61
936,86665,5.73
937,82016,21.14
938,51958,23.99
939,76295,17.73
940,49941,7.43
941,30641,8.83
942,47288,23.13
943,93752,29.23
944,12710,29.36
945,133101,27.23
946,109034,9.91
947,28802,13.16
948,64969,12.41
949,59240,28.09
950,31804,7.51
951,91410,8.28
952,88809,28.07
953,1010,24.61
954,112039,14.54
955,128373,11.75
956,19617,24.34
957,9671,11.91
958,8588,9.58
959,115441,16.51
960,107675,29.83
961,71996,21.63
962,128575,13.25
963,132435,8.03
964,118444,26.62
965,82382,9.06
966,86514,29.64
967,87728,10.31
968,124856,16.41
969,94949,23.12
970,91702,8.77
971,15043,23.95
972,28288,23.05
973,83812,29.15
974,32297,13.97
975,22213,14.47
976,21854,22.26
977,97658,22.96
978,128637,19.12
979,95260,20.77
980,83137,12.49
981,122879,21.25
982,119132,21.19
983,46993,19.17
984,107278,7.31
985,40333,23.51
986,13086,20.59
987,96058,21.26
988,139663,11.39
989,107910,16.41
990,58440,12.49
991,78299,19.34
992,55321,16.43
993,64515,28.08
994,65873,10.44
995,113954,11.26
996,130864,28.89
997,28646,12.29
998,105858,13.81
999,137487,23.29
1000,69492,19.14
1001,30741,23.49
1002,44637,21.07
1003,94941,25.51
1004,94734,29.45
1005,86461,21.16
1006,83584,17.82
1007,11289,7.46
1008,104429,5.92
1009,66943,10.06
1010,65090,6.31
1011,119800,28.51
1012,145289,21.15
1013,58399,13.05
1014,12245,29.45
1015,68654,7.08
1016,6993,17.65
1017,67072,9.43
1018,121101,14.46
1019,19839,18.28
1020,102290,28.0
1021,143493,26.27
1022,28484,17.76
1023,32308,23.41
1024,33421,26.28
1025,59634,11.54
1026,68844,6.46
1027,89129,28.39
1028,50902,17.02
1029,129725,20.15
1030,72440,20.65
1031,97328,8.69
1032,35386,14.84
1033,122491,12.71
1034,75054,23.61
1035,57928,25.81
1036,17936,21.45
1037,18394,24.41
1038,31646,17.37
1039,42931,11.22
1040,81562,17.81
1041,55997,25.23
1042,111636,20.19
1043,97708,16.63
1044,22718,28.77
1045,84473,22.79
1046,16577,22.54
1047,117761,16.92
1048,141916,24.59
1049,146805,24.61
1050,52417,9.02
1051,70859,27.62
1052,126051,13.11
1053,132288,9.2
1054,3501,5.22
1055,99972,23.01
1056,105458,13.75
1057,78206,20.6
1058,136268,14.36
1059,21581,10.73
1060,54688,23.11
1061,79256,25.4
1062,76260,23.58
1063,107903,13.28
1064,107093,17.64
1065,9602,29.23
1066,28537,27.34
1067,22607,16.86
1068,127282,11.16
1069,25857,6.85
1070,124983,14.52
1071,80969,15.73
1072,143974,25.8
1073,1994,22.12
1074,32582,27.51
1075,58803,27.52
1076,54309,22.34
1077,32953,21.09
1078,92493,26.93
1079,123103,25.19
1080,110781,11.33
1081,16750,21.76
1082,101788,14.04
1083,82822,28.6
1084,68995,10.35
1085,31687,19.85
1086,113707,15.53
1087,33428,26.05
1088,68123,7.3
1089,9890,25.13
1090,130093,26.59
1091,115357,25.59
1092,143279,19.31
1093,121881,11.79
1094,23564,20.02
1095,55622,20.55
1096,23788,18.28
1097,70111,13.46
1098,103895,23.14
1099,38246,15.31
1100,147896,8.41
1101,261,29.84
1102,126387,23.07
1103,34494,5.62
1104,84447,10.34
1105,141239,7.49
1106,70817,25.5
1107,60814,13.87
1108,78611,12.65
1109,41882,5.52
1110,26937,29.7
1111,114000,21.51
1112,108572,10.69
1113,39386,23.25
1114,67650,11.58
1115,73099,14.16
1116,64322,9.81
1117,60356,7.74
1118,83828,18.12
1119,140497,10.13
1120,44055,28.31
1121,136480,25.73
1122,100392,22.08
1123,118239,13.5
1124,115230,29.55
1125,139049,13.0
1126,118238,22.18
1127,50538,5.45
1128,16142,7.75
1129,68082,17.22
1130,61851,26.94
1131,34269,9.68
1132,69501,20.02
1133,14280,22.14
1134,63507,20.13
1135,48159,6.45
1136,63183,18.79
1137,21853,28.0
1138,89202,12.21
1139,106267,27.34
1140,14083,12.9
1141,87052,27.97
1142,34765,6.77
1143,132538,19.37
1144,105489,5.78
1145,24667,12.56
1146,89530,11.71
1147,98025,11.96
1148,83934,20.46
1149,96040,20.3
1150,123331,7.15
1151,136141,21.81
1152,118345,28.11
1153,24687,23.14
1154,146094,9.43
1155,97936,7.04
1156,41718,20.7
1157,46485,14.78
1158,94068,7.61
1159,121069,6.4
1160,146721,16.89
1161,101382,23.99
1162,39589,23.32
1163,63843,6.7
1164,46957,24.18
1165,133382,19.14
1166,75219,16.09
1167,23244,20.98
1168,66580,11.0
1169,139780,23.24
1170,126796,29.62
1171,44348,20.03
1172,137495,23.94
1173,36767,29.64
1174,50258,28.51
1175,124657,13.04
1176,69078,24.6
1177,119535,19.92
1178,136569,27.99
1179,109748,6.76
1180,96765,7.98
1181,38425,25.3
1182,53357,22.66
1183,56278,18.09
1184,19808,20.94
1185,27029,17.43
1186,139763,14.28
1187,143700,29.16
1188,121224,19.27
1189,119679,17.29
1190,132368,16.48
1191,17359,25.94
1192,7756,29.02
1193,33752,22.47
1194,91239,22.16
1195,43708,14.51
1196,142651,16.44
1197,94081,28.88
1198,17234,8.72
1199,143747,7.1
1200,137324,6.53
1201,69800,16.08
1202,54236,23.16
1203,48824,13.67
1204,11468,15.44
1205,11324,5.15
1206,143231,7.49
1207,83785,23.3
1208,25780,20.19
1209,132377,28.3
1210,20025,13.96
1211,45595,7.34
1212,57298,13.74
1213,69734,24.23
1214,29175,10.72
1215,50680,15.19
1216,24657,23.65
1217,35896,19.0
1218,117372,8.65
1219,18785,8.98
1220,107894,25.49
1221,35403,10.49
1222,97376,24.56
1223,28947,28.24
1224,143254,29.91
1225,141246,9.48
1226,87422,14.76
1227,109783,16.92
1228,116884,19.75
1229,119231,25.89
1230,8297,21.74
1231,114196,6.6
1232,121209,17.61
1233,121653,15.75
1234,42456,19.91
1235,77511,18.75
1236,108948,6.72
1237,26088,9.06
1238,114855,8.99
1239,40947,17.99
1240,36726,14.4
1241,43729,26.75
1242,72639,18.8
1243,27627,21.04
1244,117431,21.85
1245,25229,14.37
1246,43042,8.58
1247,111928,6.86
1248,33780,29.68
1249,126510,18.65
1250,132959,12.67
1251,52699,14.62
1252,89658,17.85
1253,119165,15.84
1254,87471,18.73
1255,20435,28.42
1256,46115,14.66
1257,110450,25.13
1258,13098,25.91
1259,70474,29.08
1260,47995,12.28
1261,79751,24.54
1262,57363,7.35
1263,125581,7.66
1264,59395,8.15
1265,2935,15.39
1266,117708,23.72
1267,101206,5.13
1268,76936,27.17
1269,132583,24.39
1270,86047,20.3
1271,52760,26.26
1272,67502,13.3
1273,29185,8.96
1274,17735,14.51
1275,68526,8.87
1276,87793,14.0
1277,104555,10.97
1278,51836,21.15
1279,63187,27.84
1280,76307,14.53
1281,76561,28.94
1282,50459,21.71
1283,143363,7.86
1284,124533,14.77
1285,28879,22.5
1286,81808,12.37
1287,106464,5.62
1288,143405,15.02
1289,41330,18.16
1290,37119,16.31
1291,62510,22.91
1292,36151,27.51
1293,132541,22.05
1294,89448,11.39
1295,1305,12.02
1296,143280,12.11
1297,48977,13.54
1298,114378,7.76
1299,1809,9.84
1300,113506,7.71
1301,117807,17.07
1302,105079,23.49
1303,82426,26.34
1304,26719,21.26
1305,85856,12.03
1306,76134,16.72
1307,57134,14.4
1308,65935,15.2
1309,60872,28.38
1310,73825,17.85
1311,117212,27.58
1312,87646,29.74
1313,54904,24.6
1314,90782,15.79
1315,959,21.48
1316,75127,11.14
1317,85764,27.58
1318,118360,16.03
1319,98973,10.72
1320,145803,19.89
1321,45723,21.06
1322,4499,5.26
1323,90912,21.33
1324,115212,27.8
1325,25678,28.41
1326,125009,19.34
1327,20737,13.6
1328,54078,22.48
1329,33388,7.99
1330,72596,6.26
1331,111276,9.48
1332,74573,7.68
1333,43817,20.71
1334,49692,20.49
1335,129689,10.28
1336,38644,8.41
1337,133846,9.15
1338,120333,22.09
1339,125384,21.72
1340,120950,19.72
1341,73381,13.36
1342,32124,16.37
1343,144829,7.31
1344,76129,5.73
1345,6720,16.26
1346,101150,16.41
1347,144807,15.95
1348,34531,15.18
1349,102482,12.28
1350,58922,23.53
1351,50714,26.83
1352,38197,25.09
1353,127616,9.01
1354,34513,17.81
1355,23088,13.73
1356,35035,13.23
1357,60594,22.82
1358,91168,13.12
1359,108805,14.69
1360,10401,13.77
1361,83987,21.75
1362,135930,11.99
1363,4432,5.67
1364,137951,25.95
1365,52884,28.92
1366,11485,14.68
1367,138896,13.7
1368,91945,19.52
1369,38283,19.01
1370,147991,11.79
1371,32604,22.91
1372,142364,27.91
1373,20708,9.86
1374,95319,15.02
1375,67168,18.16
1376,10623,18.28
1377,106927,5.3
1378,125788,11.83
1379,142235,11.16
1380,46363,14.46
1381,83306,8.78
1382,36439,6.92
1383,99728,10.06
1384,79096,29.16
1385,138750,23.56
1386,107805,18.18
1387,77526,7.56
1388,105809,8.74
1389,17121,12.14
1390,99052,22.63
1391,51405,17.35
1392,147103,25.24
1393,77039,7.37
1394,106698,22.25
1395,29157,12.75
1396,35354,24.95
1397,56057,29.8
1398,15386,16.74
1399,5343,16.58
1400,120538,25.05
1401,82748,20.78
1402,34951,22.52
1403,1944,14.99
1404,88071,5.53
1405,55674,5.48
1406,126121,12.54
1407,57137,21.81
1408,126237,22.98
1409,87452,5.19
1410,27798,11.44
1411,131998,10.17
1412,8491,24.27
1413,65440,11.31
1414,133914,14.78
1415,33363,28.58
1416,55198,10.02
1417,8261,12.78
1418,58351,29.17
1419,45742,28.64
1420,49803,27.26
1421,129354,23.58
1422,144981,7.83
1423,43172,21.79
1424,77732,29.61
1425,83019,29.67
1426,14937,9.75
1427,54491,6.84
1428,125085,13.79
1429,32063,22.7
1430,58008,7.33
1431,76687,5.74
1432,42010,25.42
1433,63498,19.0
1434,123382,24.96
1435,98680,12.55
1436,143985,11.43
1437,13476,27.39
1438,52055,23.69
1439,14431,9.21
1440,73985,16.86
1441,114451,12.97
1442,127120,11.73
1443,39501,21.49
1444,4476,20.64
1445,99306,26.61
1446,1772,16.64
1447,16570,19.5
1448,946,6.66
1449,32514,15.29
1450,36417,5.15
1451,98233,15.75
1452,141377,18.89
1453,112284,9.0
1454,29533,12.14
1455,9836,22.43
1456,101999,9.26
1457,84718,17.97
1458,56346,18.76
1459,92964,11.22
1460,107248,25.95
1461,69431,10.14
1462,19726,29.04
1463,144851,26.68
1464,33042,22.51
1465,71732,18.97
1466,91173,20.27
1467,19293,28.92
1468,118554,7.81
1469,96390,17.8
1470,97229,20.07
1471,111226,18.08
1472,139636,29.9
1473,30654,25.48
1474,47125,19.27
1475,47295,17.13
1476,596,15.59
1477,13884,17.32
1478,64443,6.03
1479,21634,8.32
1480,46054,12.35
1481,63216,25.56
1482,133982,19.06
1483,64019,8.85
1484,147291,27.81
1485,42318,15.34
1486,131663,27.72
1487,94051,14.27
1488,21711,18.4
1489,140491,21.24
1490,25273,18.88
1491,32883,28.11
1492,75616,13.63
1493,113601,24.29
1494,60308,27.82
1495,103303,12.85
1496,76368,13.26
1497,139556,16.16
1498,141062,11.13
