id,flight_id,passenger_id,seat_number,price
91,1,3785,10C,227.79
92,1,2116,20C,178.57
93,1,3086,3D,89.57
94,1,438,19E,422.08
95,1,891,21D,329.75
96,1,3552,20F,237.82
97,1,4119,19C,479.32
98,1,3142,23B,315.5
99,1,28,5D,235.38
100,1,1084,3E,386.39
101,1,2785,14A,351.36
102,1,2958,23C,67.85
103,1,3343,7A,117.7
104,1,2339,10C,217.73
105,1,4254,29A,75.48
106,1,3015,27B,120.09
107,1,4484,27C,480.74
108,1,4771,23D,242.81
109,1,586,2D,146.46
110,1,4186,5F,164.74
111,1,4629,2C,107.35
112,1,4574,24A,375.05
113,1,3107,2B,67.74
114,1,4631,13D,316.53
115,1,521,27D,137.76
116,1,927,9A,76.2
117,1,3488,6B,220.52
118,1,1542,10C,267.98
119,1,3189,25F,348.03
120,1,1697,10D,255.57
121,1,1055,17D,67.55
122,1,2300,26C,269.98
123,1,1215,12C,92.49
124,1,4387,3D,133.09
125,1,3916,7E,419.64
126,1,1293,20A,435.17
127,1,2117,27E,375.8
128,1,823,13F,201.62
129,1,4191,17A,283.45
130,1,4774,4E,423.75
131,1,4443,12E,68.24
132,1,2390,12E,57.05
133,1,1465,13A,338.24
134,1,1964,21C,340.55
135,1,4289,4C,303.06
136,1,1583,1B,406.54
137,1,1932,26F,74.71
138,1,511,12A,464.14
139,1,125,1C,409.26
140,1,3132,10A,52.22
141,1,861,6C,70.27
142,1,3672,25F,306.44
143,1,1786,19D,86.86
144,1,967,4D,209.6
145,1,727,21B,183.47
146,1,4605,29D,411.79
147,1,3173,20B,406.63
148,1,1976,22D,227.11
149,1,843,5C,211.93
150,1,2075,4B,427.44
151,1,3742,19F,281.56
152,1,4841,10E,100.28
153,1,1277,30B,334.13
154,1,1759,23B,125.85
155,1,3928,9A,237.79
156,1,1452,10C,130.7
157,1,3297,26B,492.37
158,1,1028,28F,456.95
159,1,4931,20F,392.68
160,1,2355,30D,185.22
161,1,1323,18E,124.14
162,1,4510,28B,380.13
163,2,2299,19F,61.43
164,2,546,26D,272.91
165,2,4259,21F,436.57
166,2,1230,26F,76.67
167,2,3551,7D,238.49
168,2,1365,4D,217.66
169,2,105,4D,77.97
170,2,1322,1B,313.14
171,2,10,30F,427.4
172,2,3381,24C,291.49
173,2,2479,4F,444.93
174,2,1511,17B,100.26
175,2,4097,3A,363.31
176,2,821,12B,95.66
177,2,1133,9F,357.58
178,2,3544,15E,300.26
179,2,1294,15A,185.33
180,2,4584,28C,137.48
181,2,3903,26B,353.88
182,2,4819,23E,117.01
183,2,3852,16D,60.25
184,2,541,17F,465.8
185,2,4815,11F,104.57
186,2,4206,23C,125.76
187,2,4353,8B,253.65
188,2,1492,15F,87.92
189,2,3368,6D,242.03
190,2,309,13A,79.09
191,2,831,29B,348.61
192,2,3689,2F,147.52
193,2,1935,15E,463.17
194,2,1101,12D,134.23
195,2,2326,25E,366.76
196,2,880,18B,172.72
197,2,3170,13B,440.06
198,2,2445,4C,102.08
199,2,4942,3A,370.79
200,2,3574,29B,398.97
201,2,3499,15B,78.89
202,2,4986,6F,259.09
203,2,4162,2E,466.7
204,2,2321,22F,223.92
205,2,1245,13C,263.33
206,2,4496,21E,229.21
207,2,3623,17D,271.2
208,2,326,11F,247.83
209,2,1212,8A,498.09
210,2,2912,4F,329.26
211,2,2505,11F,458.03
212,2,3901,13E,316.11
213,2,1886,20A,171.98
214,2,1754,24C,206.9
215,2,347,4A,150.72
216,2,4348,18A,366.16
217,2,4770,15D,99.03
218,2,4729,11A,182.27
219,2,4809,5D,287.04
220,2,1369,6A,247.14
221,2,1917,16E,62.33
222,2,4388,6C,446.19
223,2,973,1D,92.54
224,2,3664,30F,62.94
225,2,1654,29A,352.25
226,2,3767,9D,289.57
227,2,689,28E,158.15
228,2,3133,1D,242.0
229,2,4872,5C,79.88
230,2,2884,26C,91.58
231,2,2446,6F,241.03
232,2,1233,29C,313.97
233,2,3345,28B,419.44
234,2,1620,19B,393.65
235,2,1083,22E,434.04
236,2,3868,6A,309.94
237,2,4851,9C,445.79
238,2,3038,2D,301.36
239,2,913,6D,326.72
240,2,1021,9A,432.12
241,2,471,23C,255.04
242,2,1963,16B,476.35
243,2,3416,5B,154.98
244,2,527,29A,329.6
245,2,763,4D,348.53
246,2,1042,19E,140.81
247,2,4769,9D,494.65
248,2,1024,21D,440.76
249,2,1485,17A,139.84
250,2,3169,17C,317.86
251,2,2155,11B,234.75
252,2,1914,3D,111.74
253,2,2327,23A,187.96
254,2,4943,21F,65.84
255,2,2887,8F,142.73
256,2,348,28E,346.05
257,2,1080,2F,459.64
258,2,3725,9F,181.19
259,2,1763,17E,224.03
260,2,370,3B,217.2
261,2,4637,29D,216.35
262,2,4909,26B,250.91
263,2,4513,24C,77.04
264,2,4583,12E,140.5
265,2,4467,5D,401.19
266,2,771,13D,257.73
267,2,102,9C,418.98
268,2,1879,10A,253.49
269,2,2890,9A,337.17
270,2,2651,27A,356.35
271,2,1072,12E,432.48
272,2,1681,19E,370.93
273,2,1698,9B,367.01
274,2,2183,13E,353.5
275,2,3708,21D,102.18
276,2,1633,8F,270.71
277,2,2650,10A,136.25
278,2,164,26A,258.36
279,2,2852,3E,128.83
280,2,789,15F,327.72
281,2,3568,10D,354.51
282,2,3933,10A,109.97
283,2,4588,27D,205.27
284,2,1229,11F,318.74
285,2,369,14D,141.55
286,2,4711,16C,486.27
287,2,4463,27F,450.34
288,2,1496,29E,427.83
289,2,4887,4E,306.27
290,2,3738,6F,449.18
291,2,1889,27E,75.05
292,2,4680,10B,152.66
293,2,725,30B,67.16
294,2,534,27A,281.6
295,2,2254,18B,432.91
296,2,963,8E,184.51
297,2,4481,17B,194.51
298,2,4058,6E,343.58
299,2,243,19B,199.32
300,2,2787,6E,298.19
301,2,3525,1A,444.09
302,2,3352,2B,256.17
303,2,3937,5D,117.34
304,2,3484,15F,241.84
305,2,2959,27D,294.23
306,2,1723,29B,462.94
307,2,188,3D,189.25
308,2,3074,11A,413.32
309,2,2886,30D,477.25
310,2,2663,24E,384.47
311,2,4744,21F,320.55
312,2,4479,17D,316.91
313,2,2934,11F,57.31
314,2,4293,2F,198.68
315,2,445,6E,160.49
316,2,1152,29A,277.33
317,2,3282,25A,315.95
318,2,4704,1B,252.1
319,2,297,26F,333.72
320,2,2145,23D,75.04
321,2,2678,22D,124.75
322,2,3906,6D,156.3
323,2,1928,13A,357.83
324,2,3641,12B,228.84
325,2,3401,16E,262.81
326,2,4490,2C,85.3
327,2,4078,8D,341.16
328,2,1469,15F,198.78
329,2,1213,27F,320.15
330,3,601,20A,404.74
331,3,116,18F,359.83
332,3,1091,17E,380.25
333,3,3966,14C,348.87
334,3,4059,23A,190.74
335,3,2324,15C,293.44
336,3,1467,11D,90.37
337,3,539,14C,416.1
338,3,2179,13D,295.12
339,3,4412,12E,157.17
340,3,1460,21B,351.22
341,3,3151,24E,80.32
342,3,4453,26B,480.64
343,3,2567,1C,73.21
344,3,397,9C,429.64
345,3,1044,15A,320.79
346,3,1614,27C,334.13
347,3,4145,9A,226.37
348,3,2899,6E,190.18
349,3,2081,29C,69.32
350,3,3801,8A,243.47
351,3,2416,11A,487.75
352,3,3647,13E,133.71
353,3,3931,24C,401.41
354,3,3113,29A,214.7
355,3,3137,8F,445.69
356,3,1666,12E,250.56
357,3,2607,3B,442.45
358,3,4176,19D,290.17
359,3,4211,6A,108.38
360,3,1208,29F,159.53
361,3,3419,8D,229.61
362,3,483,14D,190.93
363,3,769,30F,474.83
364,3,328,18C,370.69
365,3,4675,9E,475.3
366,3,249,5D,177.34
367,3,2980,28E,331.05
368,3,3646,15A,54.68
369,3,4379,30C,162.94
370,3,2506,25D,251.58
371,3,715,30F,89.32
372,3,1922,22E,480.4
373,3,2442,12C,54.48
374,3,1731,29A,372.72
375,3,107,4E,103.0
376,3,1248,22C,430.61
377,3,1250,13C,228.44
378,3,2989,14C,440.82
379,3,1053,25E,477.52
380,3,822,9F,187.43
381,3,573,15B,483.36
382,3,398,19B,333.96
383,3,1464,11D,122.52
384,3,4661,20B,95.3
385,3,2595,1A,426.16
386,3,4515,11B,314.98
387,3,2540,30D,466.28
388,3,1842,3B,475.93
389,3,1554,10F,218.33
390,3,4753,22B,113.5
391,3,4361,16E,404.46
392,3,4169,7C,231.23
393,3,434,2E,85.93
394,3,513,28C,249.27
395,3,3280,9F,435.73
396,3,1188,23B,111.01
397,3,926,17A,347.36
398,3,43,12E,288.35
399,3,2135,7A,334.96
400,3,2432,7A,66.64
401,3,4118,30B,195.01
402,3,1767,24F,324.07
403,3,1317,15D,323.77
404,3,3914,20B,374.39
405,3,241,15E,390.83
406,3,2893,14C,413.7
407,3,3203,6B,357.45
408,3,2519,1D,371.54
409,3,1746,10E,468.49
410,3,200,16E,102.89
411,3,4775,22F,261.01
412,3,3652,6D,156.67
413,3,540,28C,137.85
414,3,3421,29B,465.91
415,3,1898,28B,386.35
416,3,278,29F,441.5
417,3,4800,13B,289.19
418,3,1599,20E,106.48
419,3,4421,21C,373.17
420,3,1967,7F,110.71
421,3,3880,26C,154.8
422,3,1902,1F,184.33
423,3,1356,8E,477.96
424,3,86,9E,452.04
425,3,1179,11B,380.74
426,3,4712,30F,224.97
427,3,73,1F,141.14
428,3,70,29D,117.12
429,3,1845,20A,134.77
430,3,543,18C,399.42
431,3,1041,8F,347.69
432,3,2484,12C,73.64
433,3,582,13F,138.12
434,3,3205,9D,423.4
435,3,4103,12E,280.5
436,3,3831,17B,143.21
437,3,4703,10D,378.21
438,3,2659,28C,124.02
439,3,2962,28F,82.15
440,3,1011,1B,68.86
441,3,2286,15D,334.17
442,3,3110,1E,491.01
443,3,1237,30F,343.76
444,3,3304,27B,292.49
445,3,873,14B,325.79
446,3,4342,18B,381.76
447,3,3607,25F,135.24
448,3,1517,21E,297.05
449,3,4740,30C,101.57
450,3,2719,23B,383.12
451,3,1310,24B,206.97
452,3,3190,9E,88.17
453,3,225,5E,84.26
454,3,1312,2C,144.67
455,3,931,5B,465.29
456,3,2636,9C,398.71
457,3,3078,8D,137.7
458,3,3202,29B,387.68
459,3,2552,3A,361.24
460,3,2520,10E,379.89
461,3,864,23E,285.05
462,3,719,11B,487.08
463,3,3921,16B,80.21
464,3,4384,18A,222.19
465,3,4247,17B,410.53
466,3,1588,23E,232.1
467,3,2028,16A,258.14
468,3,4033,1E,72.56
469,4,3935,14F,72.48
470,4,579,4F,166.8
471,4,62,21C,404.88
472,4,2190,1E,101.79
473,4,952,7D,374.57
474,4,3587,6D,345.42
475,4,4707,8D,305.18
476,4,3687,19B,358.55
477,4,1149,26E,117.89
478,4,3254,30E,157.63
479,4,420,22C,378.6
480,4,4228,27E,184.33
481,4,3828,17A,490.39
482,4,150,24C,165.44
483,4,3817,5C,70.74
484,4,3861,7C,337.4
485,4,4294,9B,419.05
486,4,1794,16A,498.93
487,4,2715,6A,181.37
488,4,54,18E,355.48
489,4,560,8B,271.24
490,4,4102,7E,397.59
491,4,2232,22B,221.2
492,4,4519,14E,225.33
493,4,4964,23F,296.46
494,4,2025,10A,285.53
495,4,3145,1B,398.65
496,4,810,10E,327.56
497,4,2792,22F,129.12
498,4,129,3C,396.25
499,4,1973,24E,106.12
500,4,1559,28B,68.86
501,4,3610,4F,459.24
502,4,3114,21F,329.56
503,4,2143,15E,61.12
504,4,2995,16F,186.06
505,4,3853,9E,105.49
506,4,781,18F,92.43
507,4,4344,7E,422.84
508,4,2669,8C,79.84
509,4,2111,17C,197.66
510,4,4476,20F,301.09
511,4,2760,17A,362.01
512,4,3176,12A,158.75
513,4,4312,30C,218.56
514,4,3699,7A,245.44
515,4,2765,5A,135.46
516,4,206,10A,196.68
517,4,4888,19B,124.42
518,4,1725,23F,68.61
519,4,4578,21B,268.97
520,4,421,30A,113.83
521,4,3199,5F,423.25
522,4,1183,20A,342.02
523,4,3279,12F,471.74
524,4,2382,13C,354.01
525,4,1092,10D,285.24
526,4,1765,26A,252.57
527,4,1056,21F,283.79
528,4,2734,29D,349.36
529,4,4315,10A,275.67
530,4,4050,12E,406.34
531,4,3669,17E,129.65
532,4,1580,17A,435.32
533,4,1884,4D,190.06
534,4,2602,28D,91.89
535,4,4107,4A,54.49
536,4,3705,19D,417.56
537,4,226,15E,290.47
538,4,1343,30A,74.03
539,4,2532,15A,478.68
540,4,4701,26F,58.24
541,4,245,5B,200.55
542,4,1079,10C,359.32
543,4,4923,21C,270.31
544,4,2303,2D,362.19
545,4,4834,14F,402.03
546,4,1103,10A,382.21
547,4,572,21B,306.78
548,4,802,1E,360.22
549,4,4863,20C,477.5
550,4,4581,27A,75.62
551,4,2924,14C,239.05
552,4,2955,5D,486.2
553,4,3455,25B,139.46
554,4,845,23B,419.24
555,4,4749,2E,360.79
556,4,596,26F,342.02
557,4,530,30D,198.82
558,4,3627,17A,306.61
559,4,2325,21A,176.94
560,4,4842,24B,405.51
561,4,2184,25F,325.89
562,4,3414,17B,65.73
563,4,3527,12B,493.84
564,4,608,19C,202.96
565,4,3516,12B,446.33
566,4,936,10D,61.92
567,4,3466,14E,275.31
568,4,1547,26E,297.94
569,4,2779,4E,489.29
570,4,3121,30E,238.9
571,4,1829,28E,331.75
572,4,4811,12C,93.51
573,4,4439,22A,228.43
574,4,18,28E,372.73
575,4,2020,27C,455.9
576,4,4732,5A,69.64
577,4,1125,16D,228.09
578,4,2147,19E,245.77
579,4,468,22F,451.14
580,4,1482,27C,443.55
581,4,2684,11F,196.76
582,4,4558,23B,430.96
583,4,1775,15B,243.96
584,4,1816,27B,332.52
585,4,1088,28C,483.54
586,4,4799,18B,287.4
587,4,1234,15F,427.73
588,4,4668,22E,299.32
589,4,766,25A,495.1
590,4,1471,29B,441.65
591,4,3462,24C,54.13
592,4,3373,7E,227.09
593,4,2011,24C,444.11
594,4,3130,8E,96.94
595,4,4728,19C,172.72
596,4,4179,29F,497.29
597,4,3497,27B,194.23
598,4,4645,1B,304.7
599,4,1652,5F,92.63
600,4,1947,4F,339.7
601,4,2627,25B,380.05
602,4,1438,6D,210.41
603,4,2946,7B,422.88
604,4,3532,24E,394.61
605,4,4232,23E,108.04
606,4,1803,19B,153.37
607,4,179,18A,273.66
608,4,3188,6C,368.45
609,4,3882,22E,461.1
610,4,2514,23C,167.72
611,4,1570,27D,109.9
612,4,2379,16A,409.88
613,4,2363,20B,277.91
614,4,4292,13B,141.16
615,4,2178,22E,155.27
616,4,1664,2A,177.51
617,4,4355,23D,295.12
618,4,4432,13A,118.78
619,4,1615,11B,352.29
620,4,80,9E,362.38
621,4,3325,2B,148.32
622,4,2725,11A,250.99
623,4,1375,24B,497.29
624,4,3929,14F,278.42
625,4,3655,24F,280.75
626,4,3528,17B,375.03
627,4,1268,13D,89.24
628,4,3053,12F,232.08
629,4,4949,30B,193.73
630,4,1180,9D,294.95
631,4,3272,25A,107.11
632,4,584,30F,196.5
633,4,1487,28B,398.68
634,4,3707,1C,196.35
635,4,1433,12A,307.21
636,5,3808,13B,446.92
637,5,2048,22F,280.84
638,5,1522,23E,228.29
639,5,2561,6C,285.39
640,5,3592,5E,217.1
641,5,3011,4F,366.88
642,5,598,26B,332.44
643,5,4385,24B,127.35
644,5,1616,6D,149.7
645,5,4497,2B,197.67
646,5,1635,21A,455.8
647,5,1685,1C,96.63
648,5,2974,3A,327.51
649,5,1825,13D,80.51
650,5,3248,9E,225.9
651,5,792,17F,260.45
652,5,3283,27F,306.01
653,5,734,16E,160.32
654,5,2097,29C,403.95
655,5,1750,24B,171.73
656,5,2422,17A,375.63
657,5,444,7F,296.31
658,5,130,26F,120.52
659,5,4390,27C,172.14
660,5,3439,9D,220.98
661,5,2192,4B,403.9
662,5,4100,26C,205.69
663,5,1441,1F,388.95
664,5,2873,15F,294.9
665,5,3985,22B,317.44
666,5,3341,30A,180.39
667,5,1978,18A,412.05
668,5,2124,14B,123.6
669,5,1518,11D,430.07
670,5,3860,2B,344.85
671,5,1461,28F,328.05
672,5,3351,17C,86.36
673,5,2824,21B,294.16
674,5,1573,19C,80.85
675,5,2975,13D,332.65
676,5,2296,25E,181.44
677,5,4889,26B,53.15
678,5,4032,2C,141.58
679,5,4791,25B,433.74
680,5,272,6D,224.11
681,5,969,12D,86.23
682,5,829,13D,270.71
683,5,4225,15F,391.53
684,5,391,17A,498.12
685,5,325,20C,135.65
686,5,1702,19E,306.65
687,5,3585,20F,449.88
688,5,1645,24A,376.75
689,5,3920,16A,257.52
690,5,2444,12A,266.36
691,5,3639,30B,313.84
692,5,2949,19A,158.27
693,5,3960,24D,359.45
694,5,3370,7D,455.3
695,5,3886,5D,72.49
696,5,4641,30E,382.96
697,5,4767,11B,182.64
698,5,2,25D,230.71
699,5,3728,26D,92.0
700,5,4912,8B,217.01
701,5,37,5A,240.97
702,5,2906,27D,184.92
703,5,4168,16F,348.33
704,5,1031,27A,362.01
705,5,4440,23A,497.91
706,5,4996,2C,352.2
707,5,1859,9E,82.44
708,5,3889,2A,80.98
709,5,2839,29B,471.37
710,5,2467,3F,71.1
711,5,3119,23B,402.74
712,5,1640,21B,392.86
713,5,3099,11E,245.98
714,5,2248,7E,93.28
715,5,2812,30D,184.54
716,5,2766,9B,305.78
717,5,2564,11D,221.28
718,5,1016,25B,176.96
719,5,526,30B,320.72
720,5,2705,28C,309.01
721,5,1972,4C,337.23
722,5,3360,30D,317.24
723,5,147,15C,435.34
724,5,4655,18D,308.12
725,5,1860,10D,409.81
726,5,942,29E,446.44
727,5,2282,14A,218.42
728,5,223,12A,454.12
729,5,4356,9A,103.33
730,5,419,22C,426.87
731,5,4955,19A,253.45
732,5,487,29F,411.98
733,5,871,30D,52.38
734,5,3543,28E,198.35
735,5,4335,1D,497.05
736,5,81,22D,480.39
737,5,981,2C,310.22
738,5,2915,21C,84.35
739,5,4415,5F,296.4
740,5,330,22F,339.26
741,5,1611,5E,423.77
742,5,64,25B,448.54
743,5,4699,8D,245.99
744,5,4984,9C,206.42
745,5,376,8C,370.13
746,5,1259,10E,195.39
747,5,4518,24F,426.56
748,5,2346,9F,482.07
749,5,2202,11F,181.33
750,5,4892,13D,129.86
751,5,4810,24C,360.97
752,5,3316,16D,250.79
753,5,1114,26E,204.64
754,5,856,15C,269.7
755,5,4401,26E,238.37
756,5,493,14C,298.95
757,5,4862,21A,195.72
758,5,3763,13D,159.18
759,5,1334,25B,165.69
760,5,2537,20F,370.35
761,5,4839,14E,336.06
762,5,4189,27C,324.74
763,5,674,6F,174.86
764,5,2794,30B,294.04
765,5,2558,16A,192.34
766,5,1102,1C,117.79
767,5,1409,28A,119.36
768,5,3757,21F,209.18
769,5,4877,6A,350.55
770,5,3284,13E,449.15
771,5,2826,25C,109.98
772,5,974,6C,101.07
773,5,1717,23D,434.69
774,5,2263,12C,254.61
775,5,4808,12C,116.61
776,5,2967,16E,144.1
777,5,1900,30E,447.29
778,5,2881,16E,287.11
779,5,4696,13E,89.31
780,5,917,28F,461.44
781,5,3762,22B,158.43
782,5,1214,29B,356.7
783,5,2010,24C,189.12
784,5,3943,1F,159.69
785,5,4297,29F,72.32
786,5,1782,27E,210.41
787,5,3354,4E,389.44
788,5,4737,19B,227.02
789,5,472,27A,116.15
790,5,4713,22F,388.71
791,5,220,16A,215.7
792,5,589,20B,143.56
793,5,993,15D,138.73
794,5,3872,18D,198.74
795,5,2233,9E,138.46
796,5,1436,28A,111.12
797,5,3461,3E,490.4
798,5,381,9F,300.06
799,5,2921,18A,367.74
800,5,2056,29C,111.28
801,6,4096,29E,337.1
802,6,3386,26B,439.38
803,6,4203,30D,497.47
804,6,2527,25E,293.13
805,6,3955,7B,413.96
806,6,4796,30C,282.03
807,6,740,24F,243.77
808,6,3374,8A,60.27
809,6,392,6F,318.22
810,6,154,17F,461.56
811,6,4507,4E,69.03
812,6,3483,16B,272.05
813,6,3963,6B,285.38
814,6,886,29E,58.7
815,6,4750,12D,68.79
816,6,4995,20F,237.83
817,6,4325,18B,166.5
818,6,738,12D,475.77
819,6,1581,9D,424.26
820,6,1774,15D,407.06
821,6,4988,24C,356.33
822,6,3481,14C,164.62
823,6,835,14F,453.28
824,6,2304,18D,387.14
825,6,3678,22E,254.83
826,6,2922,30C,496.97
827,6,3358,5C,442.48
828,6,3445,11C,223.22
829,6,3082,11D,322.61
830,6,2664,20E,236.15
831,6,141,30A,223.39
832,6,1059,6C,171.94
833,6,648,3D,268.57
834,6,2541,5C,436.22
835,6,410,20A,109.25
836,6,3737,1D,347.87
837,6,3974,21F,288.45
838,6,4224,22E,235.3
839,6,1015,1E,122.48
840,6,4486,10D,482.35
841,6,4027,9D,144.41
842,6,4007,14D,407.25
843,6,4829,2E,152.99
844,6,3804,23B,209.27
845,6,4193,23A,138.79
846,6,3143,6C,305.32
847,6,3854,22D,184.48
848,6,2831,27C,492.73
849,6,3081,19F,418.72
850,6,235,28B,357.26
851,6,3332,11C,362.77
852,6,4427,22C,294.48
853,6,2385,7E,186.5
854,6,2499,18E,194.86
855,6,1590,15B,295.07
856,6,910,22B,115.57
857,6,1528,3A,237.13
858,6,3261,4A,233.53
859,6,1634,30A,79.76
860,6,4956,17E,230.14
861,6,1164,19D,481.85
862,6,669,19D,480.7
863,6,1285,13B,438.43
864,6,659,3A,174.76
865,6,4763,24A,219.44
866,6,3443,22E,99.69
867,6,788,22D,286.34
868,6,2675,30E,215.84
869,6,1159,25D,394.1
870,6,1478,29A,492.23
871,6,4967,1A,362.85
872,6,4742,9F,428.57
873,6,1106,2C,97.8
874,6,960,5F,155.89
875,6,531,15F,266.13
876,6,4265,19A,281.95
877,6,1716,26D,296.81
878,6,4036,29D,214.14
879,6,1379,13B,67.28
880,6,2791,22E,300.51
881,6,4710,3F,63.67
882,6,4992,14A,360.83
883,6,2031,7C,489.1
884,6,1991,22C,180.12
885,6,836,28F,131.54
886,6,625,4F,238.17
887,6,4424,2B,136.77
888,6,3131,25C,333.14
889,6,4632,17B,460.3
890,6,2510,20E,194.08
891,6,865,11B,485.51
892,6,1223,28B,135.69
893,6,4382,20F,202.37
894,6,3863,15B,133.12
895,6,3930,24B,148.79
896,6,2813,21F,92.72
897,6,3259,4F,85.0
898,6,3080,3F,304.7
899,6,13,21E,384.79
900,6,1874,16E,333.86
901,6,2925,18D,72.07
902,6,354,23C,88.04
903,6,4910,26D,288.83
904,6,1296,18A,386.87
905,6,1720,15D,495.37
906,6,4840,1F,148.61
907,6,2044,6E,57.3
908,6,609,4D,331.32
909,6,3479,20E,380.92
910,6,2121,25B,86.8
911,6,3851,8B,233.68
912,6,3782,3C,448.73
913,6,2316,16F,73.87
914,6,3134,18F,412.57
915,6,4723,1E,84.64
916,6,1406,15D,228.27
917,6,4420,5A,394.83
918,6,3369,4E,431.79
919,6,283,18F,266.94
920,6,2113,20B,202.76
921,6,1901,11C,362.77
922,6,365,4C,351.08
923,6,855,14A,435.39
924,6,4797,20D,488.62
925,6,1507,10B,67.59
926,6,2942,5F,253.42
927,6,2387,29D,489.14
928,6,1631,26C,122.25
929,6,2589,4C,354.64
930,6,4098,12F,373.93
931,6,2896,15E,392.73
932,6,4394,17E,150.97
933,6,4833,5D,384.86
934,6,2594,7B,260.61
935,6,4208,8C,112.01
936,6,3653,18A,482.52
937,6,4017,27B,391.58
938,6,842,11D,69.97
939,6,2846,18E,388.13
940,6,3988,30A,75.14
941,6,1456,29B,204.53
942,6,104,21C,472.21
943,6,4174,30F,398.09
944,6,3010,23C,345.11
945,6,4906,16A,492.88
946,6,1508,17E,339.02
947,6,3862,11C,422.42
948,7,1543,7D,165.3
949,7,2199,28E,69.39
950,7,2818,24F,483.04
951,7,2888,5A,343.61
952,7,3339,20D,57.6
953,7,3538,12E,114.28
954,7,4302,1D,156.04
955,7,3533,15E,311.15
956,7,222,28A,214.24
957,7,924,15D,70.19
958,7,2142,10F,407.0
959,7,1780,12C,351.11
960,7,4277,20F,222.35
961,7,1270,28A,216.27
962,7,4431,1E,164.83
963,7,3101,19B,187.92
964,7,1124,16D,473.09
965,7,2329,8A,311.07
966,7,1190,12E,151.7
967,7,2848,5E,281.32
968,7,3714,1B,233.71
969,7,2164,25D,377.15
970,7,1447,2E,470.74
971,7,4286,29E,435.25
972,7,1695,28D,169.4
973,7,2014,29B,234.8
974,7,3172,27E,229.26
975,7,1354,3C,413.93
976,7,1474,27D,280.19
977,7,79,15A,100.59
978,7,1327,18B,97.5
979,7,4349,17C,146.33
980,7,2009,24F,261.75
981,7,2180,26E,285.07
982,7,2200,17B,135.83
983,7,4870,7F,433.96
984,7,45,29A,457.86
985,7,1907,8D,168.24
986,7,1751,29D,317.43
987,7,2161,12C,175.02
988,7,4716,27F,251.92
989,7,3223,20B,103.44
990,7,2539,28B,430.95
991,7,3730,19D,176.98
992,7,791,20A,138.54
993,7,3274,17E,71.92
994,7,1304,9A,182.1
995,7,3778,11C,321.07
996,7,2553,15D,165.78
997,7,2414,15A,428.65
998,7,4656,6D,236.57
999,7,169,24C,471.76
1000,7,3206,18A,326.24
1001,7,2584,25E,380.69
1002,7,2870,9B,396.68
1003,7,2221,9C,177.81
1004,7,2241,13D,250.68
1005,7,4667,13B,484.09
1006,7,726,11A,182.21
1007,7,4372,6C,162.34
1008,7,3660,2B,149.54
1009,7,3702,16E,127.42
